ADJ	NN	context	final_attribute	final_semclass	Status
frech	Behauptung	Die freche Behauptung könnte Realität werden , wenn sich Labour tatsächlich ins linksradikale Ghetto zurückzieht .	Beschreibung	Kommunikation	free
stark	Willen	Des Weiteren zählt er einige Ereignisse auf , bei denen das gläubige Gebet und der starke Willen der Personen zu einem gütigen Ende geführt werden konnte .	Charakter	Attribut	collocation
karg	Behausung	An die Wand seiner kargen Behausung hat er seine armselige Maxime verewigt : " Jemand zu lieben , muss man vorläufig vollständig versichert sein , dass nicht die geringsten Zweifel mehr übrig bleiben . "	Beschreibung	Artefakt	collocation
frech	Beleidigung	100 x rot für die frechen Beleidigungen dieser nach rückwärts gerichteten  Ansicht  , soviel oder so wenig bedeutet nämlich der Ausdruck  pogled  .	Beschreibung	Geschehen	free
frech	Bemerkung	Er hatte ein BDM-Mädchen wegen einer frechen Bemerkung geohrfeigt und wurde deshalb zunächst am 29. Mai 1941 wegen  Körperverletzung  zu 6 Monaten Gefängnis verurteilt .	Beschreibung	Kommunikation	free
knapp	Bemerkung	Als Antwort erhält er nur die knappe Bemerkung Quitts , dass nicht der Ruf , sondern Wullnow , Lutz und Koerber-Kent ruiniert seien .	Beschreibung	Kommunikation	collocation
sanft	Berührung	Die Intensität reicht dabei von der sanften Berührung mit den Fingerspitzen , über den Kontakt mit Lippen oder Händen usw. , bis zum Schlag mit der Faust .	Art&Weise	Geschehen	collocation
zart	Berührung	Im Grunde nimmt sie damit ein beliebtes Thema des Impressionismus wieder auf , der die Katze als Sinnbild vertrauter Nähe und zarter Berührung zeigt .	Art&Weise	Geschehen	collocation
knapp	Beschreibung	Zu einzelnen Gewässerabschnitten folgen nun knappe Beschreibungen ( falls kein deutschsprachiger Artikel dazu vorliegt , bitte in der englischsprachigen Ausgabe vergleichen ) :	Beschreibung	Kommunikation	collocation
tief	Brunnen	Zwei große , offene Zisternen und ein tiefer Brunnen , der - obwohl im Meer gelegen - erstaunlicherweise gutes , klares und kühles Süßwasser lieferte , sicherte die Trinkwasserversorgung .	Dimension	Artefakt	free
mild	Beurteilung	Diese vergleichsweise sehr frühere Wiederverbeamtung führte Arbogast auf die milde Beurteilung im Rahmen seines Entnazifizierungsverfahrens zurück .	Beschreibung	Kognition	collocation
sanft	Bewegung	Im Weiteren wird durch sanfte Bewegung von Kiefer , Zunge oder auch Lunge eine kleine Menge Luft ausgestoßen .	Art&Weise	Geschehen	collocation
zart	Schleier	Welliges Haar fällt bis auf ihre Hüften herab , ein zarter Schleier , der ihr Haar bedecken soll , wird von einem Windhauch aufgebläht .	Beschaffenheit	Artefakt	free
sicher	Auftreten	Dem Vater selber bescheinigt die Tochter " sicheres Auftreten " , " schwachen Willen " , Heucheln religiöser Gefühle und Talentlosigkeit .	Charakter	Kognition	collocation
bitter	Geschmack	Manche Arzneimittel sind wegen ihrer typischen Eigenschaften ( etwa bitterer Geschmack ) oder Nebenwirkungen eindeutig zu erkennen .	Geschmack	Attribut	free
bitter	Unterton	Der Sirup hat die gleiche Zitrusaromatik , die ich schon von den arance her kenne , unterlegt mit dem leicht bitteren Unterton des Löwenzahns .	Geschmack	Attribut	free
blind	Bewunderung	Die Bürger Europas , deren Euroskepsis direkt proportional zu ihrer Unkenntnis des Paradieses ist , das für sie in Brüssel geschaffen wird , eine Euroskepsis , die in blinde Bewunderung und bedingungslose Unterstützung verwandelt werden muss .	Beschreibung	Kognition	collocation
offen	Blick	Andererseits drängte ihn die ärztliche Erfahrung zu einem offenen Blick auf die seelischen Bedingungen für Krankwerden und Kranksein .	Beschreibung	Kognition	collocation
dunkel	Hautfarbe	Das Ergebnis einer Studie aus dem Jahr 1995 ist , dass die Fehlbildung bei Menschen dunkler Hautfarbe häufiger vorkommt ( Prävalenz ) .	Helligkeit	Attribut	free
sanft	Blick	Die Augen dieser Rasse sind haselnussfarben mit einem sanften Blick .	Beschreibung	Kommunikation	free
stürmisch	Börsenzeit	Wie hat Hoeneß in stürmischen Börsenzeiten mit so großen Volumina so riesige Gewinne produziert ?	Beschreibung	Zeit	collocation
schlau	Buch	Mit dem Magazin 12 / 2000 startete die Sammlung " Das schlaue Buch 2000 " .	Beschreibung	Artefakt	collocation
schlau	Büchlein	 Büchlein  wird auch als " Kosename " für kleine Bücher verwendet , bsp. Notizbuch " Ich werfe einen Blick in mein schlaues Büchlein " .	Beschreibung	Artefakt	collocation
karg	Bühne	Die karge Bühne von Katharina Heistinger tut ein Übriges , um von den Argumenten nicht abzulenken .	Beschreibung	Ort	collocation
leicht	Akzent	Inwiefern ( und bitte ganz konkret ausführen ) ist es für die Regiearbeit hinderlich , einen leichten Akzent zu haben ?	Intensität	Kommunikation	collocation
karg	Bühnenbild	Die Inszenierungen des Volkstheaters waren geprägt durch karge Bühnenbilder , aber aufwändige Kostüme , viel Musik und eine gestenreiche Aufführungspraxis .	Beschreibung	Artefakt	collocation
zäh	Bürokratie	Anne kann zwar durchaus kräftig zupacken , jedoch ist sie auch eine sehr sensible und liebe Person ; gleichzeitig ist der Polizeialltag bestimmt von zäher Bürokratie und dem Umgang mit Menschen , deren Realität von sozialer Armut geprägt ist .	Beschreibung	Kognition	collocation
frech	Chanson	Neben der Filmarbeit betätigte sich Brigitte Bardot auch als Sängerin teils romantischer , teils frecher Chansons , die auf ihr provokantes Wesen zugeschnitten waren .	Beschreibung	Artefakt	collocation
frei	Geist	So habe er sich die " freien Geister " erfunden und ihnen das " schwermütige-mutige Buch gewidmet . "	term	term	term
rau	Charme	60er Jahre Bierwerbung , Bedienung mit rauem Charme und eine perfekte gutbürgerlich-herzhafte Küche zu guten Preisen machen einen Besuch vor allem für junge Menschen zu einem unvergesslichen Erlebnis .	Beschreibung	Attribut	collocation
frech	Charme	Dennoch wurde der durchtrainierte Schauspieler mit dem frechen Charme fortan in Action- und Abenteuerrollen sehr populär . 1963 erhielt der Titelheld der bekannten Western-Comicserie Leutnant Blueberry sogar Belmondos Gesichtszüge .	Beschreibung	Attribut	collocation
frech	Couplet	In der typischen Berliner Operette dominieren Marschlieder , fröhliche Walzer und freche Couplets .	Beschreibung	Artefakt	collocation
knapp	Darstellung	Die knappe Darstellung in der Elektronenformel erfüllt ihren Zweck ausreichend , da für chemische Reaktionen bzw. für chemische Bindungen nur die Valenzelektronen der Atome relevant sind .	Beschreibung	Artefakt	collocation
karg	Dasein	Das karge Dasein der Bergbauern wirkte sich auf alle Lebensbereiche der Menschen aus und prägt bis heute das Bild des Tales .	Beschreibung	Geschehen	collocation
frei	Arztwahl	Freie Arztwahl bedeutet , dass sich der Patient zur Behandlung grundsätzlich an einen frei gewählten Arzt seines Vertrauens wenden kann .	Gesellschaft	Geschehen	collocation
frei	Ausbildungsplatz	Von 1995 bis zum Jahr 2005 hat WDR 2 in den Sommermonaten die " WDR-2 -Lehrstellenaktion " in Zusammenarbeit mit dem Landesarbeitsamt NRW veranstaltet , im Rahmen derer freie Ausbildungsplätze in NRW vermittelt wurden .	Gesellschaft	Ort	collocation
frei	Austausch	Die Interessen der Medienwirtschaft bestehe vor allem in der Anhäufung von Kapital und weniger im freien Austausch von Ideen .	Gesellschaft	Kommunikation	collocation
frei	Auswahl	Wer aus einem riesigen Kartenspiel die höchste Spielkarte zog , durfte beginnen und hatte die sogenannte Freie Auswahl .	Gesellschaft	Geschehen	collocation
frei	Autor	Fortan arbeitete er in der Bundesrepublik als freier Autor , Regisseur und Produzent für Spiel- , Dokumentar- und Fernsehfilme sowie Fernsehserien .	Gesellschaft	Mensch	free
frei	Beruf	Diese Berufe sind in Österreich als freier Beruf in der Kammer der Wirtschaftstreuhänder organisiert .	Gesellschaft	Geschehen	collocation
frei	Betriebssystem	Das Ziel von antiX ist ein schlankes , aber voll ausgerüstetes und flexibles freies Betriebssystem , das sowohl für Einsteiger als auch für erfahrene Linux-Benutzer geeignet ist .	Gesellschaft	Artefakt	collocation
frei	Blick	Von einer Felspartie im Süden hat man einen freien Blick zum Burgtor der Wartburg - ca. 500 m entfernt .	Raum_Zustand	Kognition	collocation
frei	Bürger	Phaleas von Chalkedon verlangte gleichen Besitz , Erziehung und kollektives Wirtschaften für alle freien Bürger .	Gesellschaft	Mensch	free
frei	Eintritt	Fritz Kauffmann stellte die Sammlung der Stadt Stuttgart zur Verfügung , damit sie der Öffentlichkeit bei freiem Eintritt zugänglich sei .	Kosten	Besitz	collocation
zäh	Debatte	Wir sind ebenfalls ausgesprochen erfreut , diejenigen Maßnahmen in dieser Richtlinie zu unterstützen , die dem Schutz und der Förderung der Mikro-KWK dienen , die wir als grundlegenden Bestandteil der Entwicklung von KWK erachten , und natürlich beabsichtigen wir auch - und ich spreche hier im Namen meiner und anderer Fraktionen - , die morgige Abstimmung als Ausgangspunkt für eine ernsthafte , aber zweifellos auch zähe Debatte mit dem Rat über die Festsetzung und Verwirklichung tatsächlicher und nicht nur symbolischer Zielsetzungen zu nutzen .	Beschreibung	Kommunikation	collocation
frei	Entscheidung	Aha , wird einen Menschen in Ö der Beruf oder der Arbeitsplatz zwangsweise zugeteilt oder ist beides eine freie Entscheidung des einzelnen Menschen ?	Gesellschaft	Kognition	collocation
frei	Fahrt	Die Schiffe wurden zunächst in der freien Fahrt , später vor allem in der Reisfahrt eingesetzt .	term	term	term
frei	Fall	Beim freien Fall wird diese potentielle Energie in kinetische Energie umgewandelt , indem der Körper beschleunigt wird .	term	term	term
frei	Feld	Die zu einer Zahl gehörenden freien Felder ( rechts von oder unter ihr , je nachdem ) heißen im Folgenden  Stellen  dieser Zahl .	Raum_Zustand	Ort	collocation
frei	Fläche	Die Roggenkornschnecke lebt auf sonnenbeschienenen Felsen und Felsgeröll im Wald , aber auch auf freien Flächen wie Trockenrasen .	Raum_Zustand	Ort	collocation
frech	Design	Im Design von Alltagsgegenständen sind Geschirr von Tapio Wirkkala , Timo Sarpaneva und Kaj Franck , Vasen von Alvar Aalto oder Stoffe und Kleidung im frechen Design von marimekko nicht wegzudenken und international anerkannt .	Beschreibung	Attribut	collocation
frei	Geleit	Das letzte Thomas zuzuordnende Dokument ist eine Zusicherung von freiem Geleit für eine Reise durch England , datiert auf den Oktober 1373 .	term	term	term
frei	Gesellschaft	Der Herausgeber setzte ein Umdenken der Gesellschaft voraus als Basis für die Neugestaltung einer freien Gesellschaft .	Gesellschaft	Gruppe	free
frei	Gruppe	Er entwickelte das sogenannte Drei-Stufen- Modell , welches das Theater vom Gastspielbetrieb über Koproduktionen - zumeist mit freien Gruppen und Ensembles - bis hin zu regelmäßigen Eigenproduktionen führen sollte .	Gesellschaft	Gruppe	free
frei	Himmel	Am " Sängerstein " treffen sich Chöre und Musikgruppen zum gemeinsamen Musizieren unter freiem Himmel .	Raum_Zustand	Ort	collocation
frei	Internet	Allein mit unserer Kreativität und unseren Idealen müssen wir antreten , unsere Rechte und das freie Internet zu schützen .	Gesellschaft	Kommunikation	collocation
frei	Journalist	Er ist Herausgeber der Medienzeitschrift " V.i.S.d.P. " und lebt mit seiner Familie als freier Journalist in Berlin .	Gesellschaft	Mensch	free
frei	Journalistin	Sie lebt in München , wo sie als freie Journalistin für Tageszeitungen und Illustrierte ( Nido ) sowie als Autorin arbeitet .	Gesellschaft	Mensch	collocation
frei	Kapazität	Darüber hinaus werden freie Kapazitäten und Unterkünfte auch anderen Bildungsträgern für Tagungen , Seminare und Workshops angeboten .	Vollständigkeit	Form	collocation
frei	Konkurrenz	Dieser Mechanismus sei es , der " unter der Voraussetzung freier Konkurrenz , die Tendenz hat , dem Wertgesetz Geltung zu verschaffen " .	Gesellschaft	Relation	collocation
frei	Kunst	Müßiggang war allerdings oft mit der Beschäftigung mit freien Künsten und der Bildung verknüpft und galt als unverzichtbare Grundlage für Kunst und Kultur .	Gesellschaft	Kognition	collocation
frei	Land	Der " Homestead Act " von 1862 brachte viele neue Siedler nach Mount Pleasant , die auf dem freien Land lebten , dass die Regierung ihnen zubilligte .	Gesellschaft	Besitz	free
frei	Lauf	Allerdings erreichte die Band nicht die richtige Stimmung , um ihrer Kreativität freien Lauf zu lassen .	idiom	idiom	idiom
frei	Leben	Er hat dann seine rechtsstaatliche Strafe abgesessenen und kann ein neues freies Leben im Staat Österreich führen .	Gesellschaft	Motiv	free
frei	Lehrstelle	Da nur wenig freie Lehrstellen vorhanden waren , zog Graef nach der Promotion für ein Jahr nach Stuttgart zu einer Familie , die mit von York verwandt war .	Gesellschaft	Ort	collocation
frei	Liebe	Auf einem Banner am Theater prangte das Lessing Zitat : " Es eifre jeder seiner unbestochenen von Vorurteilen freien Liebe nach ! "	Gesellschaft	Gefuehl	collocation
frei	Mann	Letztendlich verstanden sich die Soldaten der Milizen als freie Männer , die gewohnt waren , ihre Anführer nach demokratischen Regeln zu wählen .	Gesellschaft	Mensch	collocation
frei	Meinungsäußerung	Doch Linda und ihre Freunde finden einen Weg , ihr Recht auf freie Meinungsäußerung zu verteidigen .	Gesellschaft	Kommunikation	collocation
frei	Mensch	Können wenig anfangen mit freien Menschen , die selbst entscheiden , wer ihre Interessen vertritt .	Gesellschaft	Mensch	free
frei	Mitarbeiter	Er hat mehrere Romane geschrieben , ist Mitbegründer des Tropen Verlags und freier Mitarbeiter des Deutschlandfunks .	Gesellschaft	Mensch	collocation
frei	Nation	Das Dáil forderte den Abzug der britischen Militär-Garnisonen und rief die " freien Nationen der Welt " dazu auf , die Unabhängigkeit Irlands anzuerkennen .	Gesellschaft	Gruppe	free
frei	Natur	In freier Natur können diese Fledermäuse bis zu zehn , in Menschenobhut bis zu zwölf Jahre alt werden .	Beiwort	Ort	collocation
dunkel	Klang	Der nordische Tonfall manifestiert sich besonders in volksliedhafter Thematik , modalen Wendungen und einem tendenziell eher dunklen Klang .	Ton	Attribut	collocation
frei	Platz	Davor blickt man auf einen freien Platz , der neben dem Flusslauf liegt , rechts im Mittelgrund steht eine baufällige , brennende Hütte .	Raum_Zustand	Ort	collocation
frei	Presse	Dabei mussten aber die verfassungsmäßigen Rechte für freie Meinungsäußerung , freie Presse , Religionsfreiheit und das Recht auf Petition und Versammlung aufrechterhalten bleiben .	Gesellschaft	Gruppe	free
frei	Radikale	Diese Beobachtung kann auf eine Veränderung des Stoffwechsels in den Mitochondrien - der in dieser Form weniger freie Radikale produziert - zurückgeführt werden .	term	term	term
frei	Raum	1940 wurden die Kessel ausgebaut und der freie Raum für ein weiteres Lastenabteil genutzt , so dass ab diesem Zeitpunkt vier Tonnen Reisegepäck in die Lok verladen werden konnten .	Raum_Zustand	Ort	collocation
hölzern	Dialog	Die Handlung hangelt sich durch kleine Episoden und hölzerne Dialoge ohne erkennbares Interesse an Personen und Konflikten .	Beschreibung	Kommunikation	collocation
frei	Reichsstadt	Gerichtlich focht der Graf im Jahr 1263 erfolgreich einen Streit um seine Rechte in der freien Reichsstadt Worms und über die umliegenden Dörfer aus .	Gesellschaft	Ort	free
frei	Rücklage	Im Unterschied zu den Zweckrücklagen sind freie Rücklagen weder zeitlich noch sachlich in ihrer Verwendung festgelegt ( Nr. 3 AO ) .	term	term	term
frei	Schriftsteller	Er versuchte , sich als freier Schriftsteller zu etablieren , konnte aber von dieser Tätigkeit nicht leben .	Gesellschaft	Mensch	collocation
frei	Schule	In den " neuen " Bundesländern sind sie Träger der meisten evangelischen Konfessionsschulen und auch der häufigste Träger freier Schulen insgesamt .	Gesellschaft	Gruppe	collocation
frei	Selbstbestimmung	Einer dieser Grundsätze lautete : " Freie Selbstbestimmung gemäß der fortschreitenden Vernunft und Wissenschaft auf allen Gebieten des Lebens " .	Gesellschaft	Attribut	collocation
frei	Sicht	Das Fährhaus bot sich dabei an , da es eine freie Sicht auf die See ermöglichte .	Raum_Zustand	Kognition	collocation
frei	Software	Einige Geschäftsmodelle , die mit freier Software zu tun haben , konzentrieren sich deswegen auf den Dienstleistungsaspekt der Softwareentwicklung , -weiterentwicklung und -anpassung .	Gesellschaft	Artefakt	collocation
frei	Spiel	Dieses Ziel verfehlte er , auch weil der neu eingerichtete Wohlfahrtsstaat die Lohnentwicklung weiterhin dem freien Spiel der Marktgesetze überließ .	idiom	idiom	idiom
frei	Stadt	Seine Forschungsschwerpunkte waren die Flurnamenkunde und die Topographie des mittelalterlichen Landbesitzes der ehemaligen Freien Stadt Frankfurt .	Eigenname	Eigenname	Eigenname
frei	Stelle	Wegen chronischer Unterfinanzierung kam es 2003 zu umfangreichen Entlassungen und Nicht-Besetzungen freier Stellen , die wie in ganz Thüringen Studentenproteste auslösten .	Gesellschaft	Ort	collocation
